"Code" "Year" "Age" "ASFR"
"SWE" 1993 "18" 0.01447
"SWE" 1993 "19" 0.02757
"SWE" 1993 "20" 0.04438
"SWE" 1993 "21" 0.06288
"SWE" 1993 "22" 0.08043
"SWE" 1993 "23" 0.10005
"SWE" 1993 "24" 0.11933
"SWE" 1993 "25" 0.13553
"SWE" 1993 "26" 0.14479
"SWE" 1993 "27" 0.14807
"SWE" 1993 "28" 0.14971
"SWE" 1993 "29" 0.14463
"SWE" 1993 "30" 0.13588
"SWE" 1993 "31" 0.12323
"SWE" 1993 "32" 0.11179
"SWE" 1993 "33" 0.09404
"SWE" 1993 "34" 0.08033
"SWE" 1993 "35" 0.06665
"SWE" 1993 "36" 0.05427
"SWE" 1993 "37" 0.04025
"SWE" 1993 "38" 0.03235
"SWE" 1993 "39" 0.02273
"SWE" 1993 "40" 0.01668
"SWE" 1993 "41" 0.01017
"SWE" 1993 "42" 0.0065
"SWE" 1993 "43" 0.00341
"SWE" 1993 "44" 0.00162
"SWE" 1993 "45" 0.00063
"SWE" 1993 "46" 0.00037
"SWE" 1993 "47" 6e-05
"SWE" 1993 "48" 3e-05
"SWE" 1993 "49" 0
"SWE" 1993 "50" 2e-05
"SWE" 1993 "51" 4e-05
"SWE" 1993 "52" 0
"SWE" 1993 "53" 0
"SWE" 1993 "54" 0
"SWE" 1993 "55+" 0
"SWE" 1994 "12-" 0
"SWE" 1994 "13" 0
"SWE" 1994 "14" 1e-04
"SWE" 1994 "15" 5e-04
"SWE" 1994 "16" 0.00225
"SWE" 1994 "17" 0.00574
"SWE" 1994 "18" 0.01247
"SWE" 1994 "19" 0.02476
"SWE" 1994 "20" 0.03885
"SWE" 1994 "21" 0.05515
"SWE" 1994 "22" 0.073
"SWE" 1994 "23" 0.09067
"SWE" 1994 "24" 0.111
"SWE" 1994 "25" 0.12625
"SWE" 1994 "26" 0.13611
"SWE" 1994 "27" 0.1422
"SWE" 1994 "28" 0.14671
"SWE" 1994 "29" 0.13986
"SWE" 1994 "30" 0.1288
"SWE" 1994 "31" 0.11971
"SWE" 1994 "32" 0.10544
"SWE" 1994 "33" 0.0898
"SWE" 1994 "34" 0.07864
"SWE" 1994 "35" 0.06625
"SWE" 1994 "36" 0.05429
"SWE" 1994 "37" 0.04056
"SWE" 1994 "38" 0.03162
"SWE" 1994 "39" 0.02324
"SWE" 1994 "40" 0.01565
"SWE" 1994 "41" 0.01045
"SWE" 1994 "42" 0.00618
"SWE" 1994 "43" 0.00373
"SWE" 1994 "44" 0.00154
"SWE" 1994 "45" 0.00085
"SWE" 1994 "46" 0.00035
"SWE" 1994 "47" 9e-05
"SWE" 1994 "48" 5e-05
"SWE" 1994 "49" 2e-05
"SWE" 1994 "50" 3e-05
"SWE" 1994 "51" 0
"SWE" 1994 "52" 0
"SWE" 1994 "53" 0
"SWE" 1994 "54" 0
"SWE" 1994 "55+" 0
"SWE" 1995 "12-" 0
"SWE" 1995 "13" 2e-05
"SWE" 1995 "14" 0.00016
"SWE" 1995 "15" 0.00064
"SWE" 1995 "16" 0.00214
"SWE" 1995 "17" 0.00578
"SWE" 1995 "18" 0.01133
"SWE" 1995 "19" 0.02205
"SWE" 1995 "20" 0.03573
"SWE" 1995 "21" 0.05045
"SWE" 1995 "22" 0.0666
"SWE" 1995 "23" 0.07972
"SWE" 1995 "24" 0.09635
"SWE" 1995 "25" 0.1141
"SWE" 1995 "26" 0.12347
"SWE" 1995 "27" 0.13096
"SWE" 1995 "28" 0.13361
"SWE" 1995 "29" 0.12648
"SWE" 1995 "30" 0.12002
"SWE" 1995 "31" 0.10974
"SWE" 1995 "32" 0.10046
"SWE" 1995 "33" 0.086
"SWE" 1995 "34" 0.07418
"SWE" 1995 "35" 0.06327
"SWE" 1995 "36" 0.04922
"SWE" 1995 "37" 0.04048
"SWE" 1995 "38" 0.02941
"SWE" 1995 "39" 0.0216
"SWE" 1995 "40" 0.0155
"SWE" 1995 "41" 0.00924
"SWE" 1995 "42" 0.00605
"SWE" 1995 "43" 0.00321
"SWE" 1995 "44" 0.00178
"SWE" 1995 "45" 0.00075
"SWE" 1995 "46" 0.00031
"SWE" 1995 "47" 0.00011
"SWE" 1995 "48" 5e-05
"SWE" 1995 "49" 5e-05
"SWE" 1995 "50" 0
"SWE" 1995 "51" 0
"SWE" 1995 "52" 0
"SWE" 1995 "53" 0
"SWE" 1995 "54" 0
"SWE" 1995 "55+" 0
"SWE" 1996 "12-" 0
"SWE" 1996 "13" 2e-05
"SWE" 1996 "14" 8e-05
"SWE" 1996 "15" 0.00057
"SWE" 1996 "16" 0.0021
"SWE" 1996 "17" 0.00538
"SWE" 1996 "18" 0.00997
"SWE" 1996 "19" 0.02043
"SWE" 1996 "20" 0.03262
"SWE" 1996 "21" 0.04454
"SWE" 1996 "22" 0.05655
"SWE" 1996 "23" 0.07144
"SWE" 1996 "24" 0.08411
"SWE" 1996 "25" 0.10286
"SWE" 1996 "26" 0.11314
"SWE" 1996 "27" 0.11924
"SWE" 1996 "28" 0.12086
"SWE" 1996 "29" 0.12003
"SWE" 1996 "30" 0.11481
"SWE" 1996 "31" 0.10514
"SWE" 1996 "32" 0.09315
"SWE" 1996 "33" 0.08171
"SWE" 1996 "34" 0.06944
"SWE" 1996 "35" 0.05825
"SWE" 1996 "36" 0.04951
"SWE" 1996 "37" 0.03776
"SWE" 1996 "38" 0.02869
"SWE" 1996 "39" 0.02122
"SWE" 1996 "40" 0.0147
"SWE" 1996 "41" 0.00933
"SWE" 1996 "42" 0.00625
"SWE" 1996 "43" 0.00325
"SWE" 1996 "44" 0.00177
"SWE" 1996 "45" 0.00088
"SWE" 1996 "46" 0.00034
"SWE" 1996 "47" 0.00014
"SWE" 1996 "48" 3e-05
"SWE" 1996 "49" 0
"SWE" 1996 "50" 0
"SWE" 1996 "51" 2e-05
"SWE" 1996 "52" 0
"SWE" 1996 "53" 0
"SWE" 1996 "54" 0
"SWE" 1996 "55+" 0
"SWE" 1997 "12-" 0
"SWE" 1997 "13" 2e-05
"SWE" 1997 "14" 6e-05
"SWE" 1997 "15" 0.00056
"SWE" 1997 "16" 0.00215
"SWE" 1997 "17" 0.00528
"SWE" 1997 "18" 0.009
"SWE" 1997 "19" 0.01925
"SWE" 1997 "20" 0.02812
"SWE" 1997 "21" 0.04013
"SWE" 1997 "22" 0.05418
"SWE" 1997 "23" 0.06498
"SWE" 1997 "24" 0.0812
"SWE" 1997 "25" 0.09219
"SWE" 1997 "26" 0.10377
"SWE" 1997 "27" 0.1151
"SWE" 1997 "28" 0.1203
"SWE" 1997 "29" 0.11488
"SWE" 1997 "30" 0.11064
"SWE" 1997 "31" 0.10149
"SWE" 1997 "32" 0.09088
"SWE" 1997 "33" 0.07768
"SWE" 1997 "34" 0.07011
"SWE" 1997 "35" 0.05547
"SWE" 1997 "36" 0.04708
"SWE" 1997 "37" 0.03788
"SWE" 1997 "38" 0.02813
"SWE" 1997 "39" 0.02033
"SWE" 1997 "40" 0.01477
"SWE" 1997 "41" 0.00965
"SWE" 1997 "42" 0.00604
"SWE" 1997 "43" 0.00328
"SWE" 1997 "44" 0.00164
"SWE" 1997 "45" 0.00071
"SWE" 1997 "46" 0.00037
"SWE" 1997 "47" 0.00016
"SWE" 1997 "48" 3e-05
"SWE" 1997 "49" 3e-05
"SWE" 1997 "50" 3e-05
"SWE" 1997 "51" 0
"SWE" 1997 "52" 0
"SWE" 1997 "53" 0
"SWE" 1997 "54" 0
"SWE" 1997 "55+" 0
"SWE" 1998 "12-" 0
"SWE" 1998 "13" 0
"SWE" 1998 "14" 6e-05
"SWE" 1998 "15" 0.00067
"SWE" 1998 "16" 0.00156
"SWE" 1998 "17" 0.00453
"SWE" 1998 "18" 0.00947
"SWE" 1998 "19" 0.01691
"SWE" 1998 "20" 0.02566
"SWE" 1998 "21" 0.03821
"SWE" 1998 "22" 0.04959
"SWE" 1998 "23" 0.0613
"SWE" 1998 "24" 0.07348
"SWE" 1998 "25" 0.08697
"SWE" 1998 "26" 0.10053
"SWE" 1998 "27" 0.10974
"SWE" 1998 "28" 0.1139
"SWE" 1998 "29" 0.11828
"SWE" 1998 "30" 0.1118
"SWE" 1998 "31" 0.10809
"SWE" 1998 "32" 0.09358
"SWE" 1998 "33" 0.08182
"SWE" 1998 "34" 0.07098
"SWE" 1998 "35" 0.06044
"SWE" 1998 "36" 0.05102
"SWE" 1998 "37" 0.03851
"SWE" 1998 "38" 0.02993
"SWE" 1998 "39" 0.02231
"SWE" 1998 "40" 0.0154
"SWE" 1998 "41" 0.00949
"SWE" 1998 "42" 0.00605
"SWE" 1998 "43" 0.00375
"SWE" 1998 "44" 0.00195
"SWE" 1998 "45" 0.00082
"SWE" 1998 "46" 0.00042
"SWE" 1998 "47" 0.00019
"SWE" 1998 "48" 2e-05
"SWE" 1998 "49" 2e-05
"SWE" 1998 "50" 2e-05
"SWE" 1998 "51" 0
"SWE" 1998 "52" 0
"SWE" 1998 "53" 0
"SWE" 1998 "54" 0
"SWE" 1998 "55+" 0
"SWE" 1999 "12-" 0
"SWE" 1999 "13" 6e-05
"SWE" 1999 "14" 1e-04
"SWE" 1999 "15" 0.00041
"SWE" 1999 "16" 0.00206
"SWE" 1999 "17" 0.00412
"SWE" 1999 "18" 0.01007
"SWE" 1999 "19" 0.01756
"SWE" 1999 "20" 0.0269
"SWE" 1999 "21" 0.03812
"SWE" 1999 "22" 0.04662
"SWE" 1999 "23" 0.05805
"SWE" 1999 "24" 0.07084
"SWE" 1999 "25" 0.08305
"SWE" 1999 "26" 0.09777
"SWE" 1999 "27" 0.10804
"SWE" 1999 "28" 0.11631
"SWE" 1999 "29" 0.11726
"SWE" 1999 "30" 0.11384
"SWE" 1999 "31" 0.10585
"SWE" 1999 "32" 0.09582
"SWE" 1999 "33" 0.08196
"SWE" 1999 "34" 0.07272
"SWE" 1999 "35" 0.06216
"SWE" 1999 "36" 0.0504
"SWE" 1999 "37" 0.04032
"SWE" 1999 "38" 0.02936
"SWE" 1999 "39" 0.02347
"SWE" 1999 "40" 0.01548
"SWE" 1999 "41" 0.01033
"SWE" 1999 "42" 0.00624
"SWE" 1999 "43" 0.00378
"SWE" 1999 "44" 0.00186
"SWE" 1999 "45" 0.00083
"SWE" 1999 "46" 0.00046
"SWE" 1999 "47" 5e-05
"SWE" 1999 "48" 9e-05
"SWE" 1999 "49" 3e-05
"SWE" 1999 "50" 3e-05
"SWE" 1999 "51" 3e-05
"SWE" 1999 "52" 0
"SWE" 1999 "53" 0
"SWE" 1999 "54" 0
"SWE" 1999 "55+" 0
"SWE" 2000 "12-" 0
"SWE" 2000 "13" 9e-05
"SWE" 2000 "14" 1e-04
"SWE" 2000 "15" 0.00052
"SWE" 2000 "16" 0.00187
"SWE" 2000 "17" 0.00559
"SWE" 2000 "18" 0.00936
"SWE" 2000 "19" 0.01861
"SWE" 2000 "20" 0.02782
"SWE" 2000 "21" 0.03885
"SWE" 2000 "22" 0.04513
"SWE" 2000 "23" 0.05699
"SWE" 2000 "24" 0.07002
"SWE" 2000 "25" 0.084
"SWE" 2000 "26" 0.10004
"SWE" 2000 "27" 0.10963
"SWE" 2000 "28" 0.12043
"SWE" 2000 "29" 0.12161
"SWE" 2000 "30" 0.11954
"SWE" 2000 "31" 0.10951
"SWE" 2000 "32" 0.09938
"SWE" 2000 "33" 0.09069
"SWE" 2000 "34" 0.07511
"SWE" 2000 "35" 0.06465
"SWE" 2000 "36" 0.05121
"SWE" 2000 "37" 0.04138
"SWE" 2000 "38" 0.03238
"SWE" 2000 "39" 0.0236
"SWE" 2000 "40" 0.01641
"SWE" 2000 "41" 0.01001
"SWE" 2000 "42" 0.00635
"SWE" 2000 "43" 0.00423
"SWE" 2000 "44" 0.00188
"SWE" 2000 "45" 0.00091
"SWE" 2000 "46" 0.00049
"SWE" 2000 "47" 0.00014
"SWE" 2000 "48" 0.00012
"SWE" 2000 "49" 7e-05
"SWE" 2000 "50" 5e-05
"SWE" 2000 "51" 0
"SWE" 2000 "52" 0
"SWE" 2000 "53" 0
"SWE" 2000 "54" 2e-05
"SWE" 2000 "55+" 0
"SWE" 2001 "12-" 0
"SWE" 2001 "13" 0
"SWE" 2001 "14" 0.00015
"SWE" 2001 "15" 0.00067
"SWE" 2001 "16" 0.00208
"SWE" 2001 "17" 0.00453
"SWE" 2001 "18" 0.00901
"SWE" 2001 "19" 0.01801
"SWE" 2001 "20" 0.02641
"SWE" 2001 "21" 0.03626
"SWE" 2001 "22" 0.04578
"SWE" 2001 "23" 0.05802
"SWE" 2001 "24" 0.0705
"SWE" 2001 "25" 0.08271
"SWE" 2001 "26" 0.09708
"SWE" 2001 "27" 0.10562
"SWE" 2001 "28" 0.11683
"SWE" 2001 "29" 0.12022
"SWE" 2001 "30" 0.12158
"SWE" 2001 "31" 0.11873
"SWE" 2001 "32" 0.10514
"SWE" 2001 "33" 0.09349
"SWE" 2001 "34" 0.07896
"SWE" 2001 "35" 0.06928
"SWE" 2001 "36" 0.05513
"SWE" 2001 "37" 0.04319
"SWE" 2001 "38" 0.03237
"SWE" 2001 "39" 0.02497
"SWE" 2001 "40" 0.01659
"SWE" 2001 "41" 0.01224
"SWE" 2001 "42" 0.00714
"SWE" 2001 "43" 0.00386
"SWE" 2001 "44" 0.00201
"SWE" 2001 "45" 0.00081
"SWE" 2001 "46" 0.00039
"SWE" 2001 "47" 0.00014
"SWE" 2001 "48" 1e-04
"SWE" 2001 "49" 7e-05
"SWE" 2001 "50" 0
"SWE" 2001 "51" 0
"SWE" 2001 "52" 3e-05
"SWE" 2001 "53" 0
"SWE" 2001 "54" 0
"SWE" 2001 "55+" 0
"SWE" 2002 "12-" 0
"SWE" 2002 "13" 3e-05
"SWE" 2002 "14" 7e-05
"SWE" 2002 "15" 0.00039
"SWE" 2002 "16" 0.00211
"SWE" 2002 "17" 0.00536
"SWE" 2002 "18" 0.01014
"SWE" 2002 "19" 0.01732
"SWE" 2002 "20" 0.02741
"SWE" 2002 "21" 0.03777
"SWE" 2002 "22" 0.04722
"SWE" 2002 "23" 0.05961
"SWE" 2002 "24" 0.07005
"SWE" 2002 "25" 0.08564
"SWE" 2002 "26" 0.09764
"SWE" 2002 "27" 0.1132
"SWE" 2002 "28" 0.12123
"SWE" 2002 "29" 0.12904
"SWE" 2002 "30" 0.13288
"SWE" 2002 "31" 0.12695
"SWE" 2002 "32" 0.11336
"SWE" 2002 "33" 0.09881
"SWE" 2002 "34" 0.08717
"SWE" 2002 "35" 0.07038
"SWE" 2002 "36" 0.05902
"SWE" 2002 "37" 0.0446
"SWE" 2002 "38" 0.03474
"SWE" 2002 "39" 0.02642
"SWE" 2002 "40" 0.01834
"SWE" 2002 "41" 0.01254
"SWE" 2002 "42" 0.00736
"SWE" 2002 "43" 0.00418
"SWE" 2002 "44" 0.0023
"SWE" 2002 "45" 0.001
"SWE" 2002 "46" 0.00041
"SWE" 2002 "47" 0.00018
"SWE" 2002 "48" 1e-04
"SWE" 2002 "49" 3e-05
"SWE" 2002 "50" 3e-05
"SWE" 2002 "51" 3e-05
"SWE" 2002 "52" 0
"SWE" 2002 "53" 2e-05
"SWE" 2002 "54" 0
"SWE" 2002 "55+" 0
"SWE" 2003 "12-" 0
"SWE" 2003 "13" 2e-05
"SWE" 2003 "14" 9e-05
"SWE" 2003 "15" 0.00055
"SWE" 2003 "16" 0.00188
"SWE" 2003 "17" 0.00531
"SWE" 2003 "18" 0.00889
"SWE" 2003 "19" 0.01572
"SWE" 2003 "20" 0.02748
"SWE" 2003 "21" 0.03853
"SWE" 2003 "22" 0.04814
"SWE" 2003 "23" 0.05529
"SWE" 2003 "24" 0.06962
"SWE" 2003 "25" 0.08525
"SWE" 2003 "26" 0.09759
"SWE" 2003 "27" 0.11411
"SWE" 2003 "28" 0.12598
"SWE" 2003 "29" 0.13545
"SWE" 2003 "30" 0.13812
"SWE" 2003 "31" 0.13222
"SWE" 2003 "32" 0.12527
"SWE" 2003 "33" 0.10648
"SWE" 2003 "34" 0.09236
"SWE" 2003 "35" 0.07705
"SWE" 2003 "36" 0.06156
"SWE" 2003 "37" 0.05134
"SWE" 2003 "38" 0.03766
"SWE" 2003 "39" 0.02908
"SWE" 2003 "40" 0.01992
"SWE" 2003 "41" 0.01338
"SWE" 2003 "42" 0.00756
"SWE" 2003 "43" 0.00458
"SWE" 2003 "44" 0.00216
"SWE" 2003 "45" 0.00109
"SWE" 2003 "46" 0.00065
"SWE" 2003 "47" 0.00012
"SWE" 2003 "48" 0.00011
"SWE" 2003 "49" 3e-05
"SWE" 2003 "50" 0
"SWE" 2003 "51" 0
"SWE" 2003 "52" 0
"SWE" 2003 "53" 0
"SWE" 2003 "54" 0
"SWE" 2003 "55+" 0
"SWE" 2004 "12-" 0
"SWE" 2004 "13" 0
"SWE" 2004 "14" 0.00016
"SWE" 2004 "15" 0.00051
"SWE" 2004 "16" 0.002
"SWE" 2004 "17" 0.00445
"SWE" 2004 "18" 0.00827
"SWE" 2004 "19" 0.01629
"SWE" 2004 "20" 0.02764
"SWE" 2004 "21" 0.03765
"SWE" 2004 "22" 0.04678
"SWE" 2004 "23" 0.05469
"SWE" 2004 "24" 0.07139
"SWE" 2004 "25" 0.08557
"SWE" 2004 "26" 0.09809
"SWE" 2004 "27" 0.11187
"SWE" 2004 "28" 0.12883
"SWE" 2004 "29" 0.1375
"SWE" 2004 "30" 0.13886
"SWE" 2004 "31" 0.13642
"SWE" 2004 "32" 0.12866
"SWE" 2004 "33" 0.11403
"SWE" 2004 "34" 0.09797
"SWE" 2004 "35" 0.07936
"SWE" 2004 "36" 0.06697
"SWE" 2004 "37" 0.05183
"SWE" 2004 "38" 0.04058
"SWE" 2004 "39" 0.03031
"SWE" 2004 "40" 0.02163
"SWE" 2004 "41" 0.01423
"SWE" 2004 "42" 0.00867
"SWE" 2004 "43" 0.00533
"SWE" 2004 "44" 0.00288
"SWE" 2004 "45" 0.00091
"SWE" 2004 "46" 0.00048
"SWE" 2004 "47" 0.00024
"SWE" 2004 "48" 5e-05
"SWE" 2004 "49" 4e-05
"SWE" 2004 "50" 0
"SWE" 2004 "51" 7e-05
"SWE" 2004 "52" 0
"SWE" 2004 "53" 5e-05
"SWE" 2004 "54" 0
"SWE" 2004 "55+" 0
"SWE" 2005 "12-" 0
"SWE" 2005 "13" 3e-05
"SWE" 2005 "14" 6e-05
"SWE" 2005 "15" 6e-04
"SWE" 2005 "16" 0.0017
"SWE" 2005 "17" 0.00423
"SWE" 2005 "18" 0.00809
"SWE" 2005 "19" 0.01698
"SWE" 2005 "20" 0.0261
"SWE" 2005 "21" 0.03661
"SWE" 2005 "22" 0.04738
"SWE" 2005 "23" 0.05744
"SWE" 2005 "24" 0.06969
"SWE" 2005 "25" 0.08159
"SWE" 2005 "26" 0.09877
"SWE" 2005 "27" 0.10981
"SWE" 2005 "28" 0.12985
"SWE" 2005 "29" 0.13416
"SWE" 2005 "30" 0.14282
"SWE" 2005 "31" 0.13874
"SWE" 2005 "32" 0.13126
"SWE" 2005 "33" 0.11465
"SWE" 2005 "34" 0.10015
"SWE" 2005 "35" 0.08553
"SWE" 2005 "36" 0.07075
"SWE" 2005 "37" 0.05298
"SWE" 2005 "38" 0.04145
"SWE" 2005 "39" 0.03137
"SWE" 2005 "40" 0.02131
"SWE" 2005 "41" 0.01372
"SWE" 2005 "42" 0.00912
"SWE" 2005 "43" 0.00506
"SWE" 2005 "44" 0.0026
"SWE" 2005 "45" 0.00152
"SWE" 2005 "46" 0.00061
"SWE" 2005 "47" 0.00019
"SWE" 2005 "48" 0.00014
"SWE" 2005 "49" 5e-05
"SWE" 2005 "50" 5e-05
"SWE" 2005 "51" 2e-05
"SWE" 2005 "52" 2e-05
"SWE" 2005 "53" 0
"SWE" 2005 "54" 0
"SWE" 2005 "55+" 0
"SWE" 2006 "12-" 0
"SWE" 2006 "13" 0
"SWE" 2006 "14" 0.00014
"SWE" 2006 "15" 0.00043
"SWE" 2006 "16" 0.00171
"SWE" 2006 "17" 0.00477
"SWE" 2006 "18" 0.00794
"SWE" 2006 "19" 0.01702
"SWE" 2006 "20" 0.02684
"SWE" 2006 "21" 0.03778
"SWE" 2006 "22" 0.0495
"SWE" 2006 "23" 0.05818
"SWE" 2006 "24" 0.0708
"SWE" 2006 "25" 0.08505
"SWE" 2006 "26" 0.09886
"SWE" 2006 "27" 0.11619
"SWE" 2006 "28" 0.13224
"SWE" 2006 "29" 0.1407
"SWE" 2006 "30" 0.14545
"SWE" 2006 "31" 0.14631
"SWE" 2006 "32" 0.13646
"SWE" 2006 "33" 0.12257
"SWE" 2006 "34" 0.10967
"SWE" 2006 "35" 0.09113
"SWE" 2006 "36" 0.07432
"SWE" 2006 "37" 0.05959
"SWE" 2006 "38" 0.04403
"SWE" 2006 "39" 0.03281
"SWE" 2006 "40" 0.02313
"SWE" 2006 "41" 0.01517
"SWE" 2006 "42" 0.00913
"SWE" 2006 "43" 0.00583
"SWE" 2006 "44" 0.0029
"SWE" 2006 "45" 0.00094
"SWE" 2006 "46" 0.00093
"SWE" 2006 "47" 0.00037
"SWE" 2006 "48" 0.00016
"SWE" 2006 "49" 3e-05
"SWE" 2006 "50" 3e-05
"SWE" 2006 "51" 5e-05
"SWE" 2006 "52" 0
"SWE" 2006 "53" 0
"SWE" 2006 "54" 0
"SWE" 2006 "55+" 0
"SWE" 2007 "12-" 0
"SWE" 2007 "13" 5e-05
"SWE" 2007 "14" 5e-05
"SWE" 2007 "15" 0.00058
"SWE" 2007 "16" 0.0018
"SWE" 2007 "17" 0.00408
"SWE" 2007 "18" 0.00774
"SWE" 2007 "19" 0.01691
"SWE" 2007 "20" 0.02687
"SWE" 2007 "21" 0.03994
"SWE" 2007 "22" 0.04954
"SWE" 2007 "23" 0.06107
"SWE" 2007 "24" 0.07517
"SWE" 2007 "25" 0.08459
"SWE" 2007 "26" 0.1011
"SWE" 2007 "27" 0.11348
"SWE" 2007 "28" 0.1267
"SWE" 2007 "29" 0.14067
"SWE" 2007 "30" 0.14496
"SWE" 2007 "31" 0.14538
"SWE" 2007 "32" 0.13891
"SWE" 2007 "33" 0.12543
"SWE" 2007 "34" 0.10945
"SWE" 2007 "35" 0.09319
"SWE" 2007 "36" 0.07806
"SWE" 2007 "37" 0.06073
"SWE" 2007 "38" 0.04688
"SWE" 2007 "39" 0.03501
"SWE" 2007 "40" 0.02438
"SWE" 2007 "41" 0.01651
"SWE" 2007 "42" 0.01052
"SWE" 2007 "43" 0.00605
"SWE" 2007 "44" 0.00305
"SWE" 2007 "45" 0.00146
"SWE" 2007 "46" 0.00073
"SWE" 2007 "47" 0.00051
"SWE" 2007 "48" 0.00014
"SWE" 2007 "49" 9e-05
"SWE" 2007 "50" 0.00015
"SWE" 2007 "51" 2e-05
"SWE" 2007 "52" 2e-05
"SWE" 2007 "53" 0
"SWE" 2007 "54" 2e-05
"SWE" 2007 "55+" 0
"SWE" 2008 "12-" 2e-05
"SWE" 2008 "13" 2e-05
"SWE" 2008 "14" 9e-05
"SWE" 2008 "15" 0.00049
"SWE" 2008 "16" 0.0013
"SWE" 2008 "17" 0.00407
"SWE" 2008 "18" 0.00773
"SWE" 2008 "19" 0.01686
"SWE" 2008 "20" 0.02843
"SWE" 2008 "21" 0.04087
"SWE" 2008 "22" 0.05168
"SWE" 2008 "23" 0.06229
"SWE" 2008 "24" 0.07692
"SWE" 2008 "25" 0.08891
"SWE" 2008 "26" 0.09887
"SWE" 2008 "27" 0.11419
"SWE" 2008 "28" 0.1305
"SWE" 2008 "29" 0.14266
"SWE" 2008 "30" 0.14703
"SWE" 2008 "31" 0.14697
"SWE" 2008 "32" 0.13717
"SWE" 2008 "33" 0.12536
"SWE" 2008 "34" 0.1109
"SWE" 2008 "35" 0.09456
"SWE" 2008 "36" 0.07837
"SWE" 2008 "37" 0.06078
"SWE" 2008 "38" 0.04931
"SWE" 2008 "39" 0.03684
"SWE" 2008 "40" 0.02477
"SWE" 2008 "41" 0.01712
"SWE" 2008 "42" 0.01025
"SWE" 2008 "43" 0.00568
"SWE" 2008 "44" 0.00301
"SWE" 2008 "45" 0.00155
"SWE" 2008 "46" 9e-04
"SWE" 2008 "47" 3e-04
"SWE" 2008 "48" 0.00017
"SWE" 2008 "49" 7e-05
"SWE" 2008 "50" 2e-05
"SWE" 2008 "51" 0
"SWE" 2008 "52" 5e-05
"SWE" 2008 "53" 2e-05
"SWE" 2008 "54" 0
"SWE" 2008 "55+" 0
"SWE" 2009 "12-" 0
"SWE" 2009 "13" 4e-05
"SWE" 2009 "14" 2e-05
"SWE" 2009 "15" 0.00058
"SWE" 2009 "16" 0.00141
"SWE" 2009 "17" 0.00407
"SWE" 2009 "18" 0.00703
"SWE" 2009 "19" 0.01593
"SWE" 2009 "20" 0.02859
"SWE" 2009 "21" 0.03883
"SWE" 2009 "22" 0.05143
"SWE" 2009 "23" 0.06279
"SWE" 2009 "24" 0.07401
"SWE" 2009 "25" 0.08806
"SWE" 2009 "26" 0.10246
"SWE" 2009 "27" 0.11689
"SWE" 2009 "28" 0.12779
"SWE" 2009 "29" 0.14022
"SWE" 2009 "30" 0.14798
"SWE" 2009 "31" 0.14702
"SWE" 2009 "32" 0.13959
"SWE" 2009 "33" 0.12501
"SWE" 2009 "34" 0.11509
"SWE" 2009 "35" 0.10061
"SWE" 2009 "36" 0.08002
"SWE" 2009 "37" 0.06552
"SWE" 2009 "38" 0.05052
"SWE" 2009 "39" 0.03699
"SWE" 2009 "40" 0.02646
"SWE" 2009 "41" 0.01829
"SWE" 2009 "42" 0.01038
"SWE" 2009 "43" 0.00671
"SWE" 2009 "44" 0.00332
"SWE" 2009 "45" 0.00181
"SWE" 2009 "46" 0.00082
"SWE" 2009 "47" 3e-04
"SWE" 2009 "48" 0.00028
"SWE" 2009 "49" 0.00016
"SWE" 2009 "50" 1e-04
"SWE" 2009 "51" 7e-05
"SWE" 2009 "52" 3e-05
"SWE" 2009 "53" 0
"SWE" 2009 "54" 0
"SWE" 2009 "55+" 0
"SWE" 2010 "12-" 2e-05
"SWE" 2010 "13" 0
"SWE" 2010 "14" 0.00014
"SWE" 2010 "15" 0.00041
"SWE" 2010 "16" 0.00155
"SWE" 2010 "17" 0.00367
"SWE" 2010 "18" 0.00741
"SWE" 2010 "19" 0.0153
"SWE" 2010 "20" 0.02696
"SWE" 2010 "21" 0.03902
"SWE" 2010 "22" 0.04985
"SWE" 2010 "23" 0.06368
"SWE" 2010 "24" 0.07788
"SWE" 2010 "25" 0.091
"SWE" 2010 "26" 0.10507
"SWE" 2010 "27" 0.11897
"SWE" 2010 "28" 0.13237
"SWE" 2010 "29" 0.14477
"SWE" 2010 "30" 0.14631
"SWE" 2010 "31" 0.15244
"SWE" 2010 "32" 0.14489
"SWE" 2010 "33" 0.1296
"SWE" 2010 "34" 0.11682
"SWE" 2010 "35" 0.10019
"SWE" 2010 "36" 0.08601
"SWE" 2010 "37" 0.06697
"SWE" 2010 "38" 0.05178
"SWE" 2010 "39" 0.0413
"SWE" 2010 "40" 0.02777
"SWE" 2010 "41" 0.01866
"SWE" 2010 "42" 0.01189
"SWE" 2010 "43" 0.00632
"SWE" 2010 "44" 0.00376
"SWE" 2010 "45" 0.002
"SWE" 2010 "46" 0.00091
"SWE" 2010 "47" 0.00044
"SWE" 2010 "48" 0.00012
"SWE" 2010 "49" 0.00019
"SWE" 2010 "50" 0.00014
"SWE" 2010 "51" 3e-05
"SWE" 2010 "52" 3e-05
"SWE" 2010 "53" 0
"SWE" 2010 "54" 0
"SWE" 2010 "55+" 0
"SWE" 2011 "12-" 2e-05
"SWE" 2011 "13" 2e-05
"SWE" 2011 "14" 8e-05
"SWE" 2011 "15" 0.00039
"SWE" 2011 "16" 0.00166
