Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2018
Code Year    Age        ASFR
GBR_NP  2011     12-    0.00001
GBR_NP  2011     13     0.00003
GBR_NP  2011     14     0.00044
GBR_NP  2011     15     0.00221
GBR_NP  2011     16     0.00763
GBR_NP  2011     17     0.01834
GBR_NP  2011     18     0.03031
GBR_NP  2011     19     0.04398
GBR_NP  2011     20     0.05372
GBR_NP  2011     21     0.06262
GBR_NP  2011     22     0.07187
GBR_NP  2011     23     0.07897
GBR_NP  2011     24     0.08457
GBR_NP  2011     25     0.09172
GBR_NP  2011     26     0.09826
GBR_NP  2011     27     0.10360
GBR_NP  2011     28     0.10849
GBR_NP  2011     29     0.11565
GBR_NP  2011     30     0.11617
GBR_NP  2011     31     0.11927
GBR_NP  2011     32     0.11332
GBR_NP  2011     33     0.10800
GBR_NP  2011     34     0.10012
GBR_NP  2011     35     0.08849
GBR_NP  2011     36     0.07622
GBR_NP  2011     37     0.06180
GBR_NP  2011     38     0.04828
GBR_NP  2011     39     0.03797
GBR_NP  2011     40     0.02690
GBR_NP  2011     41     0.01816
GBR_NP  2011     42     0.01102
GBR_NP  2011     43     0.00643
GBR_NP  2011     44     0.00334
GBR_NP  2011     45     0.00187
GBR_NP  2011     46     0.00104
GBR_NP  2011     47     0.00055
GBR_NP  2011     48     0.00029
GBR_NP  2011     49     0.00019
GBR_NP  2011     50     0.00015
GBR_NP  2011     51     0.00009
GBR_NP  2011     52     0.00004
GBR_NP  2011     53     0.00001
GBR_NP  2011     54     0.00001
GBR_NP  2011     55+    0.00000
GBR_NP  2012     12-    0.00000
GBR_NP  2012     13     0.00003
GBR_NP  2012     14     0.00050
GBR_NP  2012     15     0.00220
GBR_NP  2012     16     0.00731
GBR_NP  2012     17     0.01748
GBR_NP  2012     18     0.02840
GBR_NP  2012     19     0.04150
GBR_NP  2012     20     0.05163
GBR_NP  2012     21     0.05914
GBR_NP  2012     22     0.06956
GBR_NP  2012     23     0.07697
GBR_NP  2012     24     0.08487
GBR_NP  2012     25     0.09213
GBR_NP  2012     26     0.09781
GBR_NP  2012     27     0.10428
GBR_NP  2012     28     0.11062
GBR_NP  2012     29     0.11533
GBR_NP  2012     30     0.11772
GBR_NP  2012     31     0.12072
GBR_NP  2012     32     0.11678
GBR_NP  2012     33     0.10949
GBR_NP  2012     34     0.10159
GBR_NP  2012     35     0.09108
GBR_NP  2012     36     0.07706
GBR_NP  2012     37     0.06325
GBR_NP  2012     38     0.04922
GBR_NP  2012     39     0.03824
GBR_NP  2012     40     0.02782
GBR_NP  2012     41     0.01834
GBR_NP  2012     42     0.01142
GBR_NP  2012     43     0.00654
GBR_NP  2012     44     0.00368
GBR_NP  2012     45     0.00190
GBR_NP  2012     46     0.00107
GBR_NP  2012     47     0.00062
GBR_NP  2012     48     0.00032
GBR_NP  2012     49     0.00028
GBR_NP  2012     50     0.00017
GBR_NP  2012     51     0.00008
GBR_NP  2012     52     0.00003
GBR_NP  2012     53     0.00001
GBR_NP  2012     54     0.00000
GBR_NP  2012     55+    0.00000
GBR_NP  2013     12-    0.00000
GBR_NP  2013     13     0.00002
GBR_NP  2013     14     0.00036
GBR_NP  2013     15     0.00200
GBR_NP  2013     16     0.00630
GBR_NP  2013     17     0.01527
GBR_NP  2013     18     0.02464
GBR_NP  2013     19     0.03673
GBR_NP  2013     20     0.04603
GBR_NP  2013     21     0.05392
GBR_NP  2013     22     0.06168
GBR_NP  2013     23     0.07063
GBR_NP  2013     24     0.07945
GBR_NP  2013     25     0.08730
GBR_NP  2013     26     0.09478
GBR_NP  2013     27     0.10115
GBR_NP  2013     28     0.10680
GBR_NP  2013     29     0.11156
GBR_NP  2013     30     0.11349
GBR_NP  2013     31     0.11553
GBR_NP  2013     32     0.11243
GBR_NP  2013     33     0.10641
GBR_NP  2013     34     0.09798
GBR_NP  2013     35     0.08784
GBR_NP  2013     36     0.07571
GBR_NP  2013     37     0.06216
GBR_NP  2013     38     0.04941
GBR_NP  2013     39     0.03828
GBR_NP  2013     40     0.02719
GBR_NP  2013     41     0.01822
GBR_NP  2013     42     0.01120
GBR_NP  2013     43     0.00705
GBR_NP  2013     44     0.00381
GBR_NP  2013     45     0.00205
GBR_NP  2013     46     0.00100
GBR_NP  2013     47     0.00061
GBR_NP  2013     48     0.00034
GBR_NP  2013     49     0.00025
GBR_NP  2013     50     0.00021
GBR_NP  2013     51     0.00012
GBR_NP  2013     52     0.00004
GBR_NP  2013     53     0.00001
GBR_NP  2013     54     0.00000
GBR_NP  2013     55+    0.00000
GBR_NP  2014     12-    0.00000
GBR_NP  2014     13     0.00004
GBR_NP  2014     14     0.00033
GBR_NP  2014     15     0.00161
GBR_NP  2014     16     0.00520
GBR_NP  2014     17     0.01313
GBR_NP  2014     18     0.02209
GBR_NP  2014     19     0.03449
GBR_NP  2014     20     0.04348
GBR_NP  2014     21     0.05073
GBR_NP  2014     22     0.05813
GBR_NP  2014     23     0.06628
GBR_NP  2014     24     0.07566
GBR_NP  2014     25     0.08535
GBR_NP  2014     26     0.09372
GBR_NP  2014     27     0.10121
GBR_NP  2014     28     0.10613
GBR_NP  2014     29     0.11262
GBR_NP  2014     30     0.11302
GBR_NP  2014     31     0.11736
GBR_NP  2014     32     0.11349
GBR_NP  2014     33     0.10687
GBR_NP  2014     34     0.10079
GBR_NP  2014     35     0.08896
GBR_NP  2014     36     0.07685
GBR_NP  2014     37     0.06357
GBR_NP  2014     38     0.05020
GBR_NP  2014     39     0.03933
GBR_NP  2014     40     0.02813
GBR_NP  2014     41     0.01879
GBR_NP  2014     42     0.01163
GBR_NP  2014     43     0.00685
GBR_NP  2014     44     0.00392
GBR_NP  2014     45     0.00193
GBR_NP  2014     46     0.00113
GBR_NP  2014     47     0.00058
GBR_NP  2014     48     0.00039
GBR_NP  2014     49     0.00021
GBR_NP  2014     50     0.00020
GBR_NP  2014     51     0.00011
GBR_NP  2014     52     0.00004
GBR_NP  2014     53     0.00001
GBR_NP  2014     54     0.00000
GBR_NP  2014     55+    0.00000
GBR_NP  2015     12-    0.00001
GBR_NP  2015     13     0.00003
GBR_NP  2015     14     0.00028
GBR_NP  2015     15     0.00148
GBR_NP  2015     16     0.00517
GBR_NP  2015     17     0.01213
GBR_NP  2015     18     0.02046
GBR_NP  2015     19     0.03169
GBR_NP  2015     20     0.04179
GBR_NP  2015     21     0.04946
GBR_NP  2015     22     0.05719
GBR_NP  2015     23     0.06368
GBR_NP  2015     24     0.07344
GBR_NP  2015     25     0.08384
GBR_NP  2015     26     0.09311
GBR_NP  2015     27     0.10058
GBR_NP  2015     28     0.10843
GBR_NP  2015     29     0.11381
GBR_NP  2015     30     0.11378
GBR_NP  2015     31     0.11861
GBR_NP  2015     32     0.11394
GBR_NP  2015     33     0.10753
GBR_NP  2015     34     0.10020
GBR_NP  2015     35     0.09160
GBR_NP  2015     36     0.07745
GBR_NP  2015     37     0.06484
GBR_NP  2015     38     0.05148
GBR_NP  2015     39     0.03979
GBR_NP  2015     40     0.02871
GBR_NP  2015     41     0.01932
GBR_NP  2015     42     0.01211
GBR_NP  2015     43     0.00700
GBR_NP  2015     44     0.00402
GBR_NP  2015     45     0.00218
GBR_NP  2015     46     0.00117
GBR_NP  2015     47     0.00063
GBR_NP  2015     48     0.00039
GBR_NP  2015     49     0.00028
GBR_NP  2015     50     0.00026
GBR_NP  2015     51     0.00015
GBR_NP  2015     52     0.00005
GBR_NP  2015     53     0.00002
GBR_NP  2015     54     0.00000
GBR_NP  2015     55+    0.00000
GBR_NP  2016     12-    0.00000
GBR_NP  2016     13     0.00002
GBR_NP  2016     14     0.00029
GBR_NP  2016     15     0.00133
GBR_NP  2016     16     0.00435
GBR_NP  2016     17     0.01112
GBR_NP  2016     18     0.01926
GBR_NP  2016     19     0.03142
GBR_NP  2016     20     0.04077
GBR_NP  2016     21     0.04789
GBR_NP  2016     22     0.05616
GBR_NP  2016     23     0.06339
GBR_NP  2016     24     0.07090
GBR_NP  2016     25     0.07996
GBR_NP  2016     26     0.09172
GBR_NP  2016     27     0.10052
GBR_NP  2016     28     0.10817
GBR_NP  2016     29     0.11395
GBR_NP  2016     30     0.11564
GBR_NP  2016     31     0.11893
GBR_NP  2016     32     0.11578
GBR_NP  2016     33     0.10883
GBR_NP  2016     34     0.10121
GBR_NP  2016     35     0.09139
GBR_NP  2016     36     0.07924
GBR_NP  2016     37     0.06423
GBR_NP  2016     38     0.05266
GBR_NP  2016     39     0.04138
GBR_NP  2016     40     0.02981
GBR_NP  2016     41     0.02009
GBR_NP  2016     42     0.01273
GBR_NP  2016     43     0.00746
GBR_NP  2016     44     0.00417
GBR_NP  2016     45     0.00221
GBR_NP  2016     46     0.00126
GBR_NP  2016     47     0.00062
GBR_NP  2016     48     0.00041
GBR_NP  2016     49     0.00029
GBR_NP  2016     50     0.00028
GBR_NP  2016     51     0.00016
GBR_NP  2016     52     0.00006
GBR_NP  2016     53     0.00002
GBR_NP  2016     54     0.00000
GBR_NP  2016     55+    0.00000
GBRTENW  1938     12-    0.00000
GBRTENW  1938     13     0.00000
GBRTENW  1938     14     0.00005
GBRTENW  1938     15     0.00039
GBRTENW  1938     16     0.00262
GBRTENW  1938     17     0.01005
GBRTENW  1938     18     0.02619
GBRTENW  1938     19     0.03663
GBRTENW  1938     20     0.05591
GBRTENW  1938     21     0.07636
GBRTENW  1938     22     0.09538
GBRTENW  1938     23     0.10899
GBRTENW  1938     24     0.11699
GBRTENW  1938     25     0.11728
GBRTENW  1938     26     0.11686
GBRTENW  1938     27     0.11261
GBRTENW  1938     28     0.11292
GBRTENW  1938     29     0.10549
GBRTENW  1938     30     0.10093
GBRTENW  1938     31     0.08724
GBRTENW  1938     32     0.08391
GBRTENW  1938     33     0.07346
GBRTENW  1938     34     0.06844
GBRTENW  1938     35     0.06021
GBRTENW  1938     36     0.05340
GBRTENW  1938     37     0.04523
GBRTENW  1938     38     0.04466
GBRTENW  1938     39     0.03149
GBRTENW  1938     40     0.02600
GBRTENW  1938     41     0.02040
GBRTENW  1938     42     0.01635
GBRTENW  1938     43     0.01030
GBRTENW  1938     44     0.00690
GBRTENW  1938     45     0.00363
GBRTENW  1938     46     0.00194
GBRTENW  1938     47     0.00091
GBRTENW  1938     48     0.00039
GBRTENW  1938     49     0.00016
GBRTENW  1938     50     0.00007
GBRTENW  1938     51     0.00003
GBRTENW  1938     52     0.00001
GBRTENW  1938     53     0.00000
GBRTENW  1938     54     0.00000
GBRTENW  1938     55+    0.00000
GBRTENW  1939     12-    0.00000
GBRTENW  1939     13     0.00001
GBRTENW  1939     14     0.00008
GBRTENW  1939     15     0.00048
GBRTENW  1939     16     0.00236
GBRTENW  1939     17     0.00892
GBRTENW  1939     18     0.02335
GBRTENW  1939     19     0.04479
GBRTENW  1939     20     0.05421
GBRTENW  1939     21     0.07437
GBRTENW  1939     22     0.09549
GBRTENW  1939     23     0.10629
GBRTENW  1939     24     0.11840
GBRTENW  1939     25     0.12042
GBRTENW  1939     26     0.11754
GBRTENW  1939     27     0.11225
GBRTENW  1939     28     0.11019
GBRTENW  1939     29     0.10658
GBRTENW  1939     30     0.09927
GBRTENW  1939     31     0.08605
GBRTENW  1939     32     0.08224
GBRTENW  1939     33     0.07131
GBRTENW  1939     34     0.06715
GBRTENW  1939     35     0.05856
GBRTENW  1939     36     0.05181
GBRTENW  1939     37     0.04370
GBRTENW  1939     38     0.04236
GBRTENW  1939     39     0.03545
GBRTENW  1939     40     0.02505
GBRTENW  1939     41     0.01866
GBRTENW  1939     42     0.01554
GBRTENW  1939     43     0.01013
GBRTENW  1939     44     0.00625
GBRTENW  1939     45     0.00362
GBRTENW  1939     46     0.00202
GBRTENW  1939     47     0.00097
GBRTENW  1939     48     0.00042
GBRTENW  1939     49     0.00017
GBRTENW  1939     50     0.00007
GBRTENW  1939     51     0.00003
GBRTENW  1939     52     0.00001
GBRTENW  1939     53     0.00001
GBRTENW  1939     54     0.00000
GBRTENW  1939     55+    0.00000
GBRTENW  1940     12-    0.00000
GBRTENW  1940     13     0.00001
GBRTENW  1940     14     0.00012
GBRTENW  1940     15     0.00045
GBRTENW  1940     16     0.00220
GBRTENW  1940     17     0.00812
GBRTENW  1940     18     0.02094
GBRTENW  1940     19     0.04025
GBRTENW  1940     20     0.06644
GBRTENW  1940     21     0.07336
GBRTENW  1940     22     0.09181
GBRTENW  1940     23     0.10971
GBRTENW  1940     24     0.11627
GBRTENW  1940     25     0.11974
GBRTENW  1940     26     0.11559
GBRTENW  1940     27     0.10916
GBRTENW  1940     28     0.10399
GBRTENW  1940     29     0.09772
GBRTENW  1940     30     0.09239
GBRTENW  1940     31     0.07957
GBRTENW  1940     32     0.07631
GBRTENW  1940     33     0.06587
GBRTENW  1940     34     0.06209
GBRTENW  1940     35     0.05566
GBRTENW  1940     36     0.04859
GBRTENW  1940     37     0.04060
GBRTENW  1940     38     0.03694
GBRTENW  1940     39     0.03292
GBRTENW  1940     40     0.02575
GBRTENW  1940     41     0.01763
GBRTENW  1940     42     0.01436
GBRTENW  1940     43     0.00947
GBRTENW  1940     44     0.00590
GBRTENW  1940     45     0.00335
GBRTENW  1940     46     0.00185
GBRTENW  1940     47     0.00088
GBRTENW  1940     48     0.00038
GBRTENW  1940     49     0.00016
GBRTENW  1940     50     0.00007
GBRTENW  1940     51     0.00003
GBRTENW  1940     52     0.00001
GBRTENW  1940     53     0.00000
GBRTENW  1940     54     0.00000
GBRTENW  1940     55+    0.00000
GBRTENW  1941     12-    0.00000
GBRTENW  1941     13     0.00001
GBRTENW  1941     14     0.00015
GBRTENW  1941     15     0.00053
GBRTENW  1941     16     0.00248
GBRTENW  1941     17     0.00840
GBRTENW  1941     18     0.02039
GBRTENW  1941     19     0.03880
GBRTENW  1941     20     0.06270
GBRTENW  1941     21     0.09454
GBRTENW  1941     22     0.09054
GBRTENW  1941     23     0.10253
GBRTENW  1941     24     0.11255
GBRTENW  1941     25     0.11445
GBRTENW  1941     26     0.11387
GBRTENW  1941     27     0.10661
GBRTENW  1941     28     0.09994
GBRTENW  1941     29     0.09179
GBRTENW  1941     30     0.08645
GBRTENW  1941     31     0.07740
GBRTENW  1941     32     0.07278
GBRTENW  1941     33     0.06446
GBRTENW  1941     34     0.05896
GBRTENW  1941     35     0.05399
GBRTENW  1941     36     0.04947
GBRTENW  1941     37     0.04106
GBRTENW  1941     38     0.03809
GBRTENW  1941     39     0.03181
GBRTENW  1941     40     0.02634
GBRTENW  1941     41     0.02008
GBRTENW  1941     42     0.01427
GBRTENW  1941     43     0.00953
GBRTENW  1941     44     0.00595
GBRTENW  1941     45     0.00332
GBRTENW  1941     46     0.00182
GBRTENW  1941     47     0.00086
GBRTENW  1941     48     0.00037
GBRTENW  1941     49     0.00016
GBRTENW  1941     50     0.00006
GBRTENW  1941     51     0.00003
GBRTENW  1941     52     0.00001
GBRTENW  1941     53     0.00000
GBRTENW  1941     54     0.00000
GBRTENW  1941     55+    0.00000
GBRTENW  1942     12-    0.00000
GBRTENW  1942     13     0.00001
GBRTENW  1942     14     0.00013
GBRTENW  1942     15     0.00065
GBRTENW  1942     16     0.00283
GBRTENW  1942     17     0.00863
GBRTENW  1942     18     0.02098
GBRTENW  1942     19     0.03962
GBRTENW  1942     20     0.06419
GBRTENW  1942     21     0.09352
GBRTENW  1942     22     0.11815
GBRTENW  1942     23     0.10644
GBRTENW  1942     24     0.11585
GBRTENW  1942     25     0.12533
GBRTENW  1942     26     0.12727
GBRTENW  1942     27     0.12208
GBRTENW  1942     28     0.12026
GBRTENW  1942     29     0.10941
GBRTENW  1942     30     0.10222
GBRTENW  1942     31     0.09101
GBRTENW  1942     32     0.08849
GBRTENW  1942     33     0.07413
GBRTENW  1942     34     0.06950
GBRTENW  1942     35     0.06226
GBRTENW  1942     36     0.05526
GBRTENW  1942     37     0.04679
GBRTENW  1942     38     0.04201
GBRTENW  1942     39     0.03536
GBRTENW  1942     40     0.02736
GBRTENW  1942     41     0.02135
GBRTENW  1942     42     0.01752
GBRTENW  1942     43     0.00994
GBRTENW  1942     44     0.00610
GBRTENW  1942     45     0.00341
GBRTENW  1942     46     0.00188
GBRTENW  1942     47     0.00090
GBRTENW  1942     48     0.00039
GBRTENW  1942     49     0.00017
GBRTENW  1942     50     0.00007
GBRTENW  1942     51     0.00003
GBRTENW  1942     52     0.00001
GBRTENW  1942     53     0.00001
GBRTENW  1942     54     0.00000
GBRTENW  1942     55+    0.00000
GBRTENW  1943     12-    0.00000
GBRTENW  1943     13     0.00001
GBRTENW  1943     14     0.00014
GBRTENW  1943     15     0.00073
GBRTENW  1943     16     0.00283
GBRTENW  1943     17     0.00914
GBRTENW  1943     18     0.02124
GBRTENW  1943     19     0.04078
GBRTENW  1943     20     0.06305
GBRTENW  1943     21     0.09008
GBRTENW  1943     22     0.11153
GBRTENW  1943     23     0.13088
GBRTENW  1943     24     0.11187
GBRTENW  1943     25     0.11991
GBRTENW  1943     26     0.12629
GBRTENW  1943     27     0.12467
GBRTENW  1943     28     0.12591
GBRTENW  1943     29     0.11996
GBRTENW  1943     30     0.10982
GBRTENW  1943     31     0.09771
GBRTENW  1943     32     0.09703
GBRTENW  1943     33     0.08480
GBRTENW  1943     34     0.07669
GBRTENW  1943     35     0.07029
GBRTENW  1943     36     0.06155
GBRTENW  1943     37     0.05212
GBRTENW  1943     38     0.04640
GBRTENW  1943     39     0.03808
GBRTENW  1943     40     0.02937
GBRTENW  1943     41     0.02178
GBRTENW  1943     42     0.01863
GBRTENW  1943     43     0.01181
GBRTENW  1943     44     0.00615
GBRTENW  1943     45     0.00347
GBRTENW  1943     46     0.00193
GBRTENW  1943     47     0.00093
GBRTENW  1943     48     0.00041
GBRTENW  1943     49     0.00017
GBRTENW  1943     50     0.00007
GBRTENW  1943     51     0.00003
GBRTENW  1943     52     0.00001
GBRTENW  1943     53     0.00001
GBRTENW  1943     54     0.00000
GBRTENW  1943     55+    0.00000
GBRTENW  1944     12-    0.00000
GBRTENW  1944     13     0.00001
GBRTENW  1944     14     0.00011
GBRTENW  1944     15     0.00074
GBRTENW  1944     16     0.00344
GBRTENW  1944     17     0.00961
GBRTENW  1944     18     0.02215
GBRTENW  1944     19     0.04135
GBRTENW  1944     20     0.06690
GBRTENW  1944     21     0.09146
GBRTENW  1944     22     0.11151
GBRTENW  1944     23     0.12958
GBRTENW  1944     24     0.14781
GBRTENW  1944     25     0.12352
GBRTENW  1944     26     0.13089
GBRTENW  1944     27     0.13519
GBRTENW  1944     28     0.13547
GBRTENW  1944     29     0.13309
GBRTENW  1944     30     0.12593
GBRTENW  1944     31     0.11079
GBRTENW  1944     32     0.10777
GBRTENW  1944     33     0.09823
GBRTENW  1944     34     0.09104
GBRTENW  1944     35     0.08175
GBRTENW  1944     36     0.07307
GBRTENW  1944     37     0.06090
GBRTENW  1944     38     0.05424
GBRTENW  1944     39     0.04555
GBRTENW  1944     40     0.03397
GBRTENW  1944     41     0.02399
GBRTENW  1944     42     0.01862
GBRTENW  1944     43     0.01288
GBRTENW  1944     44     0.00713
GBRTENW  1944     45     0.00347
GBRTENW  1944     46     0.00182
GBRTENW  1944     47     0.00085
GBRTENW  1944     48     0.00037
GBRTENW  1944     49     0.00016
GBRTENW  1944     50     0.00007
GBRTENW  1944     51     0.00003
GBRTENW  1944     52     0.00001
GBRTENW  1944     53     0.00001
GBRTENW  1944     54     0.00000
GBRTENW  1944     55+    0.00000
GBRTENW  1945     12-    0.00000
GBRTENW  1945     13     0.00001
GBRTENW  1945     14     0.00014
GBRTENW  1945     15     0.00083
GBRTENW  1945     16     0.00377
GBRTENW  1945     17     0.01125
GBRTENW  1945     18     0.02342
GBRTENW  1945     19     0.04222
GBRTENW  1945     20     0.06523
GBRTENW  1945     21     0.09165
GBRTENW  1945     22     0.10587
GBRTENW  1945     23     0.11766
GBRTENW  1945     24     0.12761
GBRTENW  1945     25     0.13530
GBRTENW  1945     26     0.11037
GBRTENW  1945     27     0.11133
GBRTENW  1945     28     0.11540
GBRTENW  1945     29     0.11297
GBRTENW  1945     30     0.11017
GBRTENW  1945     31     0.09889
GBRTENW  1945     32     0.09503
GBRTENW  1945     33     0.08458
GBRTENW  1945     34     0.08183
GBRTENW  1945     35     0.07519
GBRTENW  1945     36     0.06484
GBRTENW  1945     37     0.05695
GBRTENW  1945     38     0.04941
GBRTENW  1945     39     0.04189
GBRTENW  1945     40     0.03255
GBRTENW  1945     41     0.02289
GBRTENW  1945     42     0.01844
GBRTENW  1945     43     0.01122
GBRTENW  1945     44     0.00713
GBRTENW  1945     45     0.00356
GBRTENW  1945     46     0.00188
GBRTENW  1945     47     0.00088
GBRTENW  1945     48     0.00038
GBRTENW  1945     49     0.00016
GBRTENW  1945     50     0.00007
GBRTENW  1945     51     0.00003
GBRTENW  1945     52     0.00001
GBRTENW  1945     53     0.00001
GBRTENW  1945     54     0.00000
GBRTENW  1945     55+    0.00000
GBRTENW  1946     12-    0.00000
GBRTENW  1946     13     0.00001
GBRTENW  1946     14     0.00013
GBRTENW  1946     15     0.00084
GBRTENW  1946     16     0.00336
GBRTENW  1946     17     0.01050
GBRTENW  1946     18     0.02333
GBRTENW  1946     19     0.04450
GBRTENW  1946     20     0.07202
GBRTENW  1946     21     0.10205
GBRTENW  1946     22     0.12502
GBRTENW  1946     23     0.14306
GBRTENW  1946     24     0.15424
GBRTENW  1946     25     0.16481
GBRTENW  1946     26     0.17880
GBRTENW  1946     27     0.13936
GBRTENW  1946     28     0.14194
GBRTENW  1946     29     0.14211
GBRTENW  1946     30     0.13832
GBRTENW  1946     31     0.12602
GBRTENW  1946     32     0.12397
GBRTENW  1946     33     0.10763
GBRTENW  1946     34     0.09878
GBRTENW  1946     35     0.08929
GBRTENW  1946     36     0.07716
GBRTENW  1946     37     0.06369
GBRTENW  1946     38     0.05600
GBRTENW  1946     39     0.04549
GBRTENW  1946     40     0.03376
GBRTENW  1946     41     0.02418
GBRTENW  1946     42     0.01827
GBRTENW  1946     43     0.01148
GBRTENW  1946     44     0.00691
GBRTENW  1946     45     0.00339
GBRTENW  1946     46     0.00181
GBRTENW  1946     47     0.00086
GBRTENW  1946     48     0.00038
GBRTENW  1946     49     0.00016
GBRTENW  1946     50     0.00007
GBRTENW  1946     51     0.00003
GBRTENW  1946     52     0.00001
GBRTENW  1946     53     0.00001
GBRTENW  1946     54     0.00000
GBRTENW  1946     55+    0.00000
GBRTENW  1947     12-    0.00000
GBRTENW  1947     13     0.00001
GBRTENW  1947     14     0.00014
GBRTENW  1947     15     0.00055
GBRTENW  1947     16     0.00302
GBRTENW  1947     17     0.01085
GBRTENW  1947     18     0.02756
GBRTENW  1947     19     0.05393
GBRTENW  1947     20     0.08805
GBRTENW  1947     21     0.12739
GBRTENW  1947     22     0.15074
GBRTENW  1947     23     0.17644
GBRTENW  1947     24     0.18182
GBRTENW  1947     25     0.18181
GBRTENW  1947     26     0.18889
GBRTENW  1947     27     0.18334
GBRTENW  1947     28     0.14415
GBRTENW  1947     29     0.13973
GBRTENW  1947     30     0.14085
GBRTENW  1947     31     0.12462
GBRTENW  1947     32     0.12270
GBRTENW  1947     33     0.10876
GBRTENW  1947     34     0.09774
GBRTENW  1947     35     0.08670
GBRTENW  1947     36     0.07561
GBRTENW  1947     37     0.06423
GBRTENW  1947     38     0.05575
GBRTENW  1947     39     0.04607
GBRTENW  1947     40     0.03438
GBRTENW  1947     41     0.02438
GBRTENW  1947     42     0.01883
GBRTENW  1947     43     0.01173
GBRTENW  1947     44     0.00698
GBRTENW  1947     45     0.00349
GBRTENW  1947     46     0.00187
GBRTENW  1947     47     0.00090
GBRTENW  1947     48     0.00040
GBRTENW  1947     49     0.00017
GBRTENW  1947     50     0.00008
GBRTENW  1947     51     0.00003
GBRTENW  1947     52     0.00001
GBRTENW  1947     53     0.00001
GBRTENW  1947     54     0.00000
GBRTENW  1947     55+    0.00000
GBRTENW  1948     12-    0.00000
GBRTENW  1948     13     0.00001
GBRTENW  1948     14     0.00014
GBRTENW  1948     15     0.00062
GBRTENW  1948     16     0.00333
GBRTENW  1948     17     0.01205
GBRTENW  1948     18     0.03073
GBRTENW  1948     19     0.06017
GBRTENW  1948     20     0.08932
GBRTENW  1948     21     0.12608
GBRTENW  1948     22     0.14527
GBRTENW  1948     23     0.15841
GBRTENW  1948     24     0.16443
GBRTENW  1948     25     0.15662
GBRTENW  1948     26     0.15151
GBRTENW  1948     27     0.15096
GBRTENW  1948     28     0.15054
GBRTENW  1948     29     0.11587
GBRTENW  1948     30     0.11350
GBRTENW  1948     31     0.10645
GBRTENW  1948     32     0.10189
GBRTENW  1948     33     0.09212
GBRTENW  1948     34     0.08616
GBRTENW  1948     35     0.07295
GBRTENW  1948     36     0.06474
GBRTENW  1948     37     0.05551
GBRTENW  1948     38     0.04898
GBRTENW  1948     39     0.03884
GBRTENW  1948     40     0.03051
GBRTENW  1948     41     0.02130
GBRTENW  1948     42     0.01709
GBRTENW  1948     43     0.01072
GBRTENW  1948     44     0.00642
GBRTENW  1948     45     0.00321
GBRTENW  1948     46     0.00172
GBRTENW  1948     47     0.00082
GBRTENW  1948     48     0.00037
GBRTENW  1948     49     0.00016
GBRTENW  1948     50     0.00007
GBRTENW  1948     51     0.00003
GBRTENW  1948     52     0.00001
GBRTENW  1948     53     0.00001
GBRTENW  1948     54     0.00000
GBRTENW  1948     55+    0.00000
GBRTENW  1949     12-    0.00000
GBRTENW  1949     13     0.00001
GBRTENW  1949     14     0.00012
GBRTENW  1949     15     0.00061
GBRTENW  1949     16     0.00344
GBRTENW  1949     17     0.01378
GBRTENW  1949     18     0.03258
GBRTENW  1949     19     0.06143
GBRTENW  1949     20     0.09151
GBRTENW  1949     21     0.12302
GBRTENW  1949     22     0.13924
GBRTENW  1949     23     0.15207
GBRTENW  1949     24     0.15536
GBRTENW  1949     25     0.15198
GBRTENW  1949     26     0.14574
GBRTENW  1949     27     0.13672
GBRTENW  1949     28     0.13807
GBRTENW  1949     29     0.13623
GBRTENW  1949     30     0.10336
GBRTENW  1949     31     0.09308
GBRTENW  1949     32     0.09436
GBRTENW  1949     33     0.08318
GBRTENW  1949     34     0.07845
GBRTENW  1949     35     0.06868
GBRTENW  1949     36     0.05795
GBRTENW  1949     37     0.04857
GBRTENW  1949     38     0.04395
GBRTENW  1949     39     0.03483
GBRTENW  1949     40     0.02651
GBRTENW  1949     41     0.01910
GBRTENW  1949     42     0.01479
GBRTENW  1949     43     0.00957
GBRTENW  1949     44     0.00549
GBRTENW  1949     45     0.00283
GBRTENW  1949     46     0.00154
GBRTENW  1949     47     0.00075
GBRTENW  1949     48     0.00034
GBRTENW  1949     49     0.00015
GBRTENW  1949     50     0.00006
GBRTENW  1949     51     0.00003
GBRTENW  1949     52     0.00001
GBRTENW  1949     53     0.00001
GBRTENW  1949     54     0.00000
GBRTENW  1949     55+    0.00000
GBRTENW  1950     12-    0.00000
GBRTENW  1950     13     0.00001
GBRTENW  1950     14     0.00015
GBRTENW  1950     15     0.00064
GBRTENW  1950     16     0.00324
GBRTENW  1950     17     0.01327
GBRTENW  1950     18     0.03170
GBRTENW  1950     19     0.05959
GBRTENW  1950     20     0.08759
GBRTENW  1950     21     0.11711
GBRTENW  1950     22     0.13268
GBRTENW  1950     23     0.14376
GBRTENW  1950     24     0.15118
GBRTENW  1950     25     0.14711
GBRTENW  1950     26     0.14323
GBRTENW  1950     27     0.13307
GBRTENW  1950     28     0.12859
GBRTENW  1950     29     0.12380
GBRTENW  1950     30     0.11858
GBRTENW  1950     31     0.08548
GBRTENW  1950     32     0.08757
GBRTENW  1950     33     0.08005
GBRTENW  1950     34     0.07293
GBRTENW  1950     35     0.06613
GBRTENW  1950     36     0.05700
